!Siglent Technologies,SNA5002A,SNA5XCED6R0121,V1.0.0.2.13
!Date: 2026-01-30 14:13:45
!Channel 1
!Trace1
Frequency,S11(DB),S11(DEG)
8.815141350430e+04,4.223255887428e+01,8.907735662587e+01
8.820263679762e+04,4.224938156060e+01,8.901279925590e+01
8.825388985592e+04,4.224184515515e+01,8.889169473954e+01
8.830517269651e+04,4.225102750293e+01,8.878332366645e+01
8.835648533669e+04,4.223639832314e+01,8.892153476869e+01
8.840782779377e+04,4.224084869645e+01,8.891841998087e+01
8.845920008509e+04,4.225045374947e+01,8.893945596805e+01
8.851060222797e+04,4.228628292981e+01,8.946977847540e+01
8.856203423977e+04,4.231480636497e+01,8.938885192498e+01
8.861349613784e+04,4.224071064041e+01,8.916751985610e+01
8.866498793955e+04,4.228809198616e+01,8.921153536027e+01
8.871650966227e+04,4.229096178213e+01,8.907649005577e+01
8.876806132339e+04,4.228664878254e+01,8.898054863779e+01
8.881964294031e+04,4.228542359455e+01,8.889147012782e+01
8.887125453043e+04,4.228712386970e+01,8.889790981680e+01
8.892289611118e+04,4.227585164168e+01,8.891225866022e+01
8.897456769997e+04,4.228124058267e+01,8.906163028788e+01
8.902626931425e+04,4.229442551222e+01,8.919908793286e+01
8.907800097145e+04,4.229685968619e+01,8.919108555959e+01
8.912976268905e+04,4.232458362645e+01,8.918072690034e+01
8.918155448451e+04,4.234134867008e+01,8.907626946611e+01
8.923337637530e+04,4.233986235165e+01,8.916193632960e+01
8.928522837891e+04,4.235536032713e+01,8.905753384943e+01
8.933711051285e+04,4.235415086982e+01,8.905690623562e+01
8.938902279461e+04,4.235988452788e+01,8.908109212133e+01
8.944096524173e+04,4.235357201344e+01,8.908943295075e+01
8.949293787172e+04,4.235459782331e+01,8.921980383785e+01
8.954494070212e+04,4.235027881320e+01,8.925984407039e+01
8.959697375049e+04,4.237501479465e+01,8.932140825265e+01
8.964903703438e+04,4.238420269622e+01,8.938178230542e+01
8.970113057136e+04,4.239917492549e+01,8.920719069466e+01
8.975325437901e+04,4.239948351160e+01,8.910816950637e+01
8.980540847493e+04,4.240649607142e+01,8.912652951370e+01
8.985759287671e+04,4.239551323126e+01,8.906474079699e+01
8.990980760196e+04,4.239910745689e+01,8.924872465380e+01
8.996205266830e+04,4.240775788120e+01,8.917019234178e+01
9.001432809337e+04,4.241761096684e+01,8.913669296807e+01
9.006663389480e+04,4.242394452462e+01,8.927560448419e+01
9.011897009024e+04,4.245412228403e+01,8.926039625074e+01
9.017133669737e+04,4.244498431524e+01,8.882001645819e+01
9.022373373384e+04,4.241784783282e+01,8.887927832181e+01
9.027616121734e+04,4.247684587959e+01,8.906429616160e+01
9.032861916556e+04,4.247987311515e+01,8.907981143928e+01
9.038110759621e+04,4.246751346479e+01,8.903628053248e+01
9.043362652700e+04,4.247188675666e+01,8.910591712106e+01
9.048617597565e+04,4.248264270280e+01,8.912006785739e+01
9.053875595989e+04,4.243849805264e+01,8.904199729016e+01
9.059136649747e+04,4.246722248461e+01,8.925466495054e+01
9.064400760614e+04,4.250301047513e+01,8.920386141163e+01
9.069667930367e+04,4.251251894243e+01,8.916300955128e+01
9.074938160783e+04,4.253900835648e+01,8.908640970828e+01
9.080211453641e+04,4.252385425864e+01,8.901014179788e+01
9.085487810720e+04,4.251653047558e+01,8.885893197277e+01
9.090767233801e+04,4.253048764119e+01,8.903132947303e+01
9.096049724665e+04,4.252847382121e+01,8.911909147971e+01
9.101335285095e+04,4.252812434960e+01,8.912084287592e+01
9.106623916874e+04,4.252788101332e+01,8.940197217762e+01
9.111915621788e+04,4.258296243169e+01,8.941967132186e+01
9.117210401622e+04,4.258308693698e+01,8.905030869872e+01
9.122508258163e+04,4.263016348516e+01,8.909963875301e+01
9.127809193199e+04,4.261153152623e+01,8.888554408023e+01
9.133113208518e+04,4.257077040560e+01,8.886428656731e+01
9.138420305910e+04,4.256811965607e+01,8.898173196825e+01
9.143730487167e+04,4.255812569521e+01,8.896630294113e+01
9.149043754081e+04,4.258080420998e+01,8.895194517049e+01
9.154360108444e+04,4.258206824639e+01,8.914998810340e+01
9.159679552050e+04,4.260931485888e+01,8.915256905090e+01
9.165002086695e+04,4.261360568014e+01,8.911238255038e+01
9.170327714175e+04,4.256874134991e+01,8.873388178873e+01
9.175656436286e+04,4.262460630619e+01,8.889221170194e+01
9.180988254828e+04,4.262878048400e+01,8.884636466668e+01
9.186323171599e+04,4.258515130631e+01,8.950053131242e+01
9.191661188400e+04,4.263189080686e+01,8.871939779675e+01
9.197002307032e+04,4.262527502438e+01,8.871417048311e+01
9.202346529298e+04,4.262343847742e+01,8.898853008980e+01
9.207693857000e+04,4.263198107082e+01,8.903203710775e+01
9.213044291945e+04,4.265964312902e+01,8.904789866323e+01
9.218397835936e+04,4.267102275707e+01,8.898948343379e+01
9.223754490781e+04,4.267276606977e+01,8.879840327155e+01
9.229114258288e+04,4.266323851703e+01,8.881735488626e+01
9.234477140264e+04,4.264899724423e+01,8.891160336305e+01
9.239843138521e+04,4.265894902119e+01,8.887297309864e+01
9.245212254868e+04,4.266091064776e+01,8.895891201100e+01
9.250584491118e+04,4.266101628297e+01,8.906196251861e+01
9.255959849083e+04,4.268410835563e+01,8.911345854582e+01
9.261338330578e+04,4.267621753988e+01,8.901540204175e+01
9.266719937417e+04,4.271160941764e+01,8.901438786224e+01
9.272104671417e+04,4.270765554740e+01,8.889173349439e+01
9.277492534394e+04,4.271455570189e+01,8.894330775250e+01
9.282883528168e+04,4.271057480865e+01,8.880321323361e+01
9.288277654557e+04,4.268879070707e+01,8.889543035153e+01
9.293674915381e+04,4.265514327288e+01,8.888718232236e+01
9.299075312462e+04,4.268546469617e+01,8.909607756945e+01
9.304478847622e+04,4.271040325301e+01,8.908853178120e+01
9.309885522685e+04,4.273355524188e+01,8.911069064000e+01
9.315295339475e+04,4.274294103521e+01,8.902899544148e+01
9.320708299818e+04,4.275838323964e+01,8.908912620399e+01
9.326124405541e+04,4.276342735718e+01,8.898548274774e+01
9.331543658471e+04,4.275028772447e+01,8.932275058068e+01
9.336966060437e+04,4.278567400425e+01,8.940856627454e+01
9.342391613270e+04,4.275537625719e+01,8.908287537839e+01
9.347820318798e+04,4.286940140571e+01,8.896917427307e+01
9.353252178856e+04,4.283842426404e+01,8.858872017020e+01
9.358687195276e+04,4.278737803933e+01,8.924724199178e+01
9.364125369892e+04,4.280211846551e+01,8.917032273352e+01
9.369566704538e+04,4.281895124181e+01,8.907519334421e+01
9.375011201053e+04,4.282188748638e+01,8.906996365166e+01
9.380458861272e+04,4.281385147088e+01,8.898919977237e+01
9.385909687034e+04,4.278838506838e+01,8.913987998091e+01
9.391363680178e+04,4.279974444035e+01,8.904272041141e+01
9.396820842546e+04,4.282413724411e+01,8.922164142969e+01
9.402281175978e+04,4.283313161263e+01,8.933303920904e+01
9.407744682317e+04,4.291002801138e+01,8.903815030000e+01
9.413211363408e+04,4.289304676446e+01,8.876143616248e+01
9.418681221094e+04,4.287013776930e+01,8.914457552574e+01
9.424154257222e+04,4.286951658610e+01,8.909618453626e+01
9.429630473639e+04,4.287143232023e+01,8.910355150196e+01
9.435109872192e+04,4.287266107527e+01,8.901372144022e+01
9.440592454730e+04,4.287355902187e+01,8.906792806728e+01
9.446078223105e+04,4.287979458030e+01,8.916532402824e+01
9.451567179167e+04,4.288345578915e+01,8.915887631834e+01
9.457059324768e+04,4.290425294869e+01,8.921758204903e+01
9.462554661762e+04,4.290687065739e+01,8.924498717877e+01
9.468053192003e+04,4.293302853530e+01,8.910019809464e+01
9.473554917347e+04,4.292823809533e+01,8.907288418246e+01
9.479059839650e+04,4.292704593811e+01,8.903333310325e+01
9.484567960771e+04,4.292429855746e+01,8.900896802123e+01
9.490079282567e+04,4.292225101614e+01,8.904470442085e+01
9.495593806899e+04,4.291981261451e+01,8.912548180524e+01
9.501111535628e+04,4.295330237963e+01,8.908810994633e+01
9.506632470616e+04,4.294634292161e+01,8.918791758002e+01
9.512156613725e+04,4.297605625643e+01,8.904985756730e+01
9.517683966820e+04,4.298935091176e+01,8.897778487922e+01
9.523214531767e+04,4.299524346080e+01,8.895469989426e+01
9.528748310431e+04,4.297296019022e+01,8.930623078823e+01
9.534285304680e+04,4.297652692083e+01,8.913789883078e+01
9.539825516383e+04,4.296507759922e+01,8.894492015152e+01
9.545368947409e+04,4.296799905477e+01,8.899914488832e+01
9.550915599629e+04,4.299101506651e+01,8.900294296788e+01
9.556465474915e+04,4.299642952533e+01,8.908268766532e+01
9.562018575139e+04,4.302163357350e+01,8.899164597992e+01
9.567574902175e+04,4.302665832160e+01,8.894572610070e+01
9.573134457899e+04,4.302941096087e+01,8.877759053181e+01
9.578697244187e+04,4.302530194567e+01,8.888810936483e+01
9.584263262916e+04,4.301793159879e+01,8.878392110328e+01
9.589832515964e+04,4.303404333618e+01,8.873078307283e+01
9.595405005210e+04,4.300963692154e+01,8.873826618380e+01
9.600980732536e+04,4.303167224828e+01,8.900089170422e+01
9.606559699822e+04,4.304148208549e+01,8.900670503152e+01
9.612141908952e+04,4.305810000864e+01,8.896330611586e+01
9.617727361809e+04,4.305921480804e+01,8.892040043466e+01
9.623316060278e+04,4.305590869101e+01,8.884692691247e+01
9.628908006245e+04,4.305981341686e+01,8.880311551499e+01
9.634503201597e+04,4.305693887914e+01,8.889308443677e+01
9.640101648222e+04,4.305526983162e+01,8.879453179006e+01
9.645703348010e+04,4.303618618510e+01,8.890264472139e+01
9.651308302850e+04,4.307121317448e+01,8.887234743105e+01
9.656916514635e+04,4.310050509078e+01,8.896814148423e+01
9.662527985257e+04,4.309195882802e+01,8.908822130763e+01
9.668142716610e+04,4.310553420016e+01,8.901196392473e+01
9.673760710587e+04,4.310141622753e+01,8.885656744856e+01
9.679381969086e+04,4.309818520165e+01,8.884389069606e+01
9.685006494003e+04,4.309145097645e+01,8.888935874908e+01
9.690634287236e+04,4.309127276373e+01,8.894083267499e+01
9.696265350685e+04,4.309742284007e+01,8.912025340659e+01
9.701899686249e+04,4.311186855286e+01,8.906629093878e+01
9.707537295830e+04,4.314389956559e+01,8.916835500378e+01
9.713178181330e+04,4.313807566596e+01,8.907283823235e+01
9.718822344653e+04,4.314481063152e+01,8.905629178153e+01
9.724469787705e+04,4.314021071649e+01,8.888051225503e+01
9.730120512389e+04,4.314111045356e+01,8.885080538582e+01
9.735774520614e+04,4.313673027848e+01,8.896444980555e+01
9.741431814288e+04,4.313919824818e+01,8.899496649422e+01
9.747092395319e+04,4.315605028397e+01,8.911782538321e+01
9.752756265617e+04,4.315458814798e+01,8.920664650076e+01
9.758423427095e+04,4.317663261731e+01,8.915357456415e+01
9.764093881665e+04,4.319599781822e+01,8.919438354167e+01
9.769767631239e+04,4.321961116994e+01,8.901276670289e+01
9.775444677734e+04,4.319403844756e+01,8.898133378273e+01
9.781125023063e+04,4.319799034615e+01,8.893765876894e+01
9.786808669146e+04,4.319523355969e+01,8.908172098926e+01
9.792495617899e+04,4.321390209811e+01,8.896036619715e+01
9.798185871241e+04,4.320249347306e+01,8.920021927302e+01
9.803879431093e+04,4.323743909130e+01,8.922383351015e+01
9.809576299377e+04,4.325401047497e+01,8.917547086085e+01
9.815276478014e+04,4.325671111643e+01,8.914389588612e+01
9.820979968928e+04,4.326309141142e+01,8.910523059148e+01
9.826686774044e+04,4.325134744872e+01,8.893187298933e+01
9.832396895288e+04,4.324681392677e+01,8.898781158764e+01
9.838110334587e+04,4.326403418534e+01,8.914066341595e+01
9.843827093869e+04,4.326020687092e+01,8.910048390845e+01
9.849547175063e+04,4.323364942477e+01,8.894782182925e+01
9.855270580098e+04,4.325732735737e+01,8.912022524000e+01
9.860997310908e+04,4.330068773855e+01,8.915420853981e+01
9.866727369424e+04,4.330967877100e+01,8.913668434832e+01
9.872460757580e+04,4.330424174818e+01,8.901853011176e+01
9.878197477311e+04,4.330701092679e+01,8.898338418357e+01
9.883937530552e+04,4.331990497129e+01,8.891377626592e+01
9.889680919241e+04,4.330271917783e+01,8.900515045953e+01
9.895427645316e+04,4.332543922468e+01,8.914882313543e+01
9.901177710716e+04,4.334440812239e+01,8.906993270081e+01
9.906931117382e+04,4.335558078584e+01,8.915809328451e+01
9.912687867255e+04,4.336004906322e+01,8.904613984697e+01
9.918447962277e+04,4.337823715295e+01,8.896514781967e+01
9.924211404394e+04,4.337135051093e+01,8.887588352663e+01
9.929978195549e+04,4.336784269151e+01,8.888427987214e+01
9.935748337688e+04,4.336701307675e+01,8.894146164935e+01
9.941521832760e+04,4.336395649208e+01,8.902503184582e+01
9.947298682711e+04,4.336622373188e+01,8.900381795398e+01
9.953078889493e+04,4.339271507489e+01,8.903761166349e+01
9.958862455054e+04,4.340336174037e+01,8.875927870385e+01
9.964649381348e+04,4.341701340421e+01,8.892451935970e+01
9.970439670326e+04,4.342482582043e+01,8.876699391926e+01
9.976233323944e+04,4.341880428685e+01,8.875271981312e+01
9.982030344155e+04,4.340651663565e+01,8.877638442682e+01
9.987830732917e+04,4.341023670864e+01,8.881844887529e+01
9.993634492186e+04,4.341423163362e+01,8.889309863536e+01
9.999441623921e+04,4.341769271604e+01,8.899844243210e+01
1.000525213008e+05,4.342328063778e+01,8.899938566896e+01
1.001106601263e+05,4.343001616508e+01,8.883509921723e+01
1.001688327353e+05,4.341593576540e+01,8.882796635003e+01
1.002270391474e+05,4.341644204403e+01,8.879318984828e+01
1.002852793822e+05,4.340263788444e+01,8.899314397745e+01
1.003435534595e+05,4.343808956864e+01,8.928332282336e+01
1.004018613988e+05,4.342382342325e+01,8.900173717076e+01
1.004602032199e+05,4.344618057670e+01,8.912587305306e+01
1.005185789424e+05,4.347146922967e+01,8.895938312548e+01
1.005769885861e+05,4.346562493613e+01,8.901673696321e+01
1.006354321707e+05,4.348321244927e+01,8.882909828544e+01
1.006939097158e+05,4.345382804453e+01,8.894151478303e+01
1.007524212412e+05,4.346990188341e+01,8.901547333388e+01
1.008109667667e+05,4.347059169395e+01,8.911505450370e+01
1.008695463120e+05,4.346930701558e+01,8.912473162122e+01
1.009281598968e+05,4.349508535581e+01,8.911433690845e+01
1.009868075411e+05,4.350174256609e+01,8.916926566404e+01
1.010454892645e+05,4.351693948757e+01,8.904038206539e+01
1.011042050868e+05,4.351095503810e+01,8.902956449136e+01
1.011629550279e+05,4.354250292433e+01,8.890868397555e+01
1.012217391076e+05,4.351874784745e+01,8.907839458474e+01
1.012805573458e+05,4.352382325687e+01,8.902518337913e+01
1.013394097622e+05,4.353135575783e+01,8.902200566953e+01
1.013982963768e+05,4.354047010045e+01,8.914400835078e+01
1.014572172094e+05,4.355812641754e+01,8.922047644920e+01
1.015161722798e+05,4.359172142128e+01,8.914723025684e+01
1.015751616081e+05,4.358839788782e+01,8.892315229536e+01
1.016341852141e+05,4.357634593878e+01,8.898417940625e+01
1.016932431177e+05,4.359514920080e+01,8.892553094384e+01
1.017523353388e+05,4.357532194705e+01,8.897905553338e+01
1.018114618974e+05,4.357787871601e+01,8.899498884927e+01
1.018706228135e+05,4.359396388878e+01,8.911812748817e+01
1.019298181070e+05,4.359758099236e+01,8.906666429922e+01
1.019890477978e+05,4.360343315591e+01,8.908466431827e+01
1.020483119061e+05,4.360985800014e+01,8.928769692110e+01
1.021076104517e+05,4.364301454125e+01,8.904637302381e+01
1.021669434546e+05,4.363790601647e+01,8.903407251893e+01
1.022263109350e+05,4.364572657198e+01,8.900801124861e+01
1.022857129128e+05,4.362085451137e+01,8.901025583430e+01
1.023451494081e+05,4.364009361906e+01,8.899861703256e+01
1.024046204410e+05,4.364969009534e+01,8.910971624984e+01
1.024641260314e+05,4.366388441735e+01,8.913775425469e+01
1.025236661996e+05,4.368205179549e+01,8.908804379066e+01
1.025832409655e+05,4.367674302059e+01,8.905010520416e+01
1.026428503493e+05,4.369451002146e+01,8.890789834934e+01
1.027024943711e+05,4.368169023943e+01,8.882200454650e+01
1.027621730511e+05,4.367683632910e+01,8.887382156406e+01
1.028218864093e+05,4.368291363337e+01,8.886629358079e+01
1.028816344659e+05,4.369351233647e+01,8.904742974220e+01
1.029414172412e+05,4.369730276938e+01,8.917864788205e+01
1.030012347551e+05,4.373564708884e+01,8.921254778766e+01
1.030610870281e+05,4.374426012209e+01,8.887395057683e+01
1.031209740801e+05,4.378350859376e+01,8.876049192580e+01
1.031808959316e+05,4.375131727663e+01,8.863707779549e+01
1.032408526025e+05,4.372396686593e+01,8.889198152619e+01
1.033008441133e+05,4.373329721447e+01,8.894092773458e+01
1.033608704842e+05,4.372153466906e+01,8.898029198637e+01
1.034209317353e+05,4.373335794761e+01,8.893276375235e+01
1.034810278871e+05,4.376752557249e+01,8.899596850585e+01
1.035411589597e+05,4.377887718928e+01,8.892150657554e+01
1.036013249734e+05,4.377593310830e+01,8.878731001326e+01
1.036615259486e+05,4.376438571501e+01,8.865235012179e+01
1.037217619055e+05,4.374357048674e+01,8.939490625158e+01
1.037820328646e+05,4.377037860535e+01,8.933197091838e+01
1.038423388461e+05,4.375953241964e+01,8.897687534681e+01
1.039026798703e+05,4.378761759472e+01,8.889044475123e+01
1.039630559577e+05,4.380841397237e+01,8.895129796714e+01
1.040234671287e+05,4.380581935374e+01,8.880297243172e+01
1.040839134035e+05,4.381327798833e+01,8.878200360018e+01
1.041443948027e+05,4.379868644300e+01,8.877094146163e+01
1.042049113465e+05,4.378987561168e+01,8.889667648860e+01
1.042654630555e+05,4.379787347184e+01,8.887362427583e+01
1.043260499501e+05,4.378602633504e+01,8.891899819049e+01
1.043866720507e+05,4.382030005647e+01,8.902237109599e+01
1.044473293778e+05,4.383187284747e+01,8.904942180770e+01
1.045080219518e+05,4.384760359266e+01,8.905416156156e+01
1.045687497932e+05,4.386245078302e+01,8.898269410861e+01
1.046295129226e+05,4.385220139900e+01,8.922777668191e+01
1.046903113604e+05,4.391140192129e+01,8.918393474239e+01
1.047511451271e+05,4.383866570742e+01,8.904401981502e+01
1.048120142433e+05,4.390726490375e+01,8.860239358173e+01
1.048729187295e+05,4.385534457729e+01,8.879037151948e+01
1.049338586063e+05,4.387147571874e+01,8.909727085834e+01
1.049948338942e+05,4.387477126831e+01,8.907202965292e+01
1.050558446139e+05,4.389386091046e+01,8.895171611158e+01
1.051168907858e+05,4.389489103215e+01,8.887566152119e+01
1.051779724306e+05,4.389746383323e+01,8.887670892938e+01
1.052390895689e+05,4.389286540808e+01,8.891770865667e+01
1.053002422214e+05,4.388809820034e+01,8.901927819497e+01
1.053614304086e+05,4.389383369071e+01,8.915249338563e+01
1.054226541512e+05,4.387762739932e+01,8.923148143985e+01
1.054839134699e+05,4.391769568798e+01,8.930344402095e+01
1.055452083854e+05,4.396035824593e+01,8.901343903248e+01
1.056065389183e+05,4.393950186629e+01,8.891896286891e+01
1.056679050894e+05,4.394470453003e+01,8.889757998440e+01
1.057293069193e+05,4.394637505344e+01,8.900604157016e+01
1.057907444287e+05,4.395982799433e+01,8.901253732904e+01
1.058522176385e+05,4.396976886255e+01,8.909359960482e+01
1.059137265693e+05,4.398501816047e+01,8.902095939572e+01
1.059752712418e+05,4.399503689752e+01,8.902151240550e+01
1.060368516770e+05,4.399745210921e+01,8.862382855774e+01
1.060984678955e+05,4.397355736989e+01,8.863175098253e+01
1.061601199181e+05,4.399068507887e+01,8.902456325987e+01
1.062218077657e+05,4.399196523718e+01,8.898223866135e+01
1.062835314591e+05,4.400484966655e+01,8.902888249393e+01
1.063452910190e+05,4.400548011065e+01,8.926088054550e+01
1.064070864664e+05,4.405211570827e+01,8.927807543427e+01
1.064689178221e+05,4.404587371050e+01,8.908738488345e+01
1.065307851069e+05,4.406673593580e+01,8.896818595825e+01
1.065926883417e+05,4.406274254429e+01,8.892703846948e+01
1.066546275475e+05,4.406246611811e+01,8.887095703980e+01
1.067166027451e+05,4.404571801054e+01,8.893012083812e+01
1.067786139554e+05,4.405226310421e+01,8.894188940040e+01
1.068406611994e+05,4.407423341929e+01,8.893509598721e+01
1.069027444980e+05,4.407776306249e+01,8.898897041768e+01
1.069648638722e+05,4.408372907221e+01,8.894142312683e+01
1.070270193429e+05,4.413092280972e+01,8.903133969183e+01
1.070892109310e+05,4.413825793203e+01,8.885426794181e+01
1.071514386577e+05,4.409409262250e+01,8.869669371620e+01
1.072137025438e+05,4.409398191157e+01,8.880527122957e+01
1.072760026104e+05,4.409210929094e+01,8.885535156275e+01
1.073383388785e+05,4.409913882172e+01,8.889469645496e+01
1.074007113692e+05,4.410164987169e+01,8.893391039043e+01
1.074631201035e+05,4.413508469190e+01,8.889494273533e+01
1.075255651024e+05,4.414697635060e+01,8.887741394282e+01
1.075880463870e+05,4.413679395811e+01,8.875700245104e+01
1.076505639785e+05,4.413761547350e+01,8.876425120284e+01
1.077131178979e+05,4.412564691464e+01,8.873530005680e+01
1.077757081663e+05,4.412179807639e+01,8.879222249045e+01
1.078383348049e+05,4.414097596331e+01,8.896225160802e+01
1.079009978347e+05,4.415166472202e+01,8.894899540053e+01
1.079636972770e+05,4.414439909856e+01,8.902060780929e+01
1.080264331528e+05,4.418096547191e+01,8.897922027163e+01
1.080892054834e+05,4.416976908132e+01,8.881804417793e+01
1.081520142899e+05,4.419804604324e+01,8.879714218301e+01
1.082148595936e+05,4.416264059701e+01,8.875709889622e+01
1.082777414156e+05,4.416679836725e+01,8.891457814503e+01
1.083406597772e+05,4.417901457520e+01,8.899249783166e+01
1.084036146996e+05,4.418037018669e+01,8.895948813338e+01
1.084666062040e+05,4.420619044631e+01,8.889665841065e+01
1.085296343117e+05,4.421085128705e+01,8.893498932981e+01
1.085926990440e+05,4.421784282957e+01,8.876840535215e+01
1.086558004221e+05,4.419671318742e+01,8.882853476583e+01
1.087189384673e+05,4.420099987554e+01,8.887364683338e+01
1.087821132010e+05,4.419293805191e+01,8.892357315701e+01
1.088453246445e+05,4.422838980122e+01,8.896887085229e+01
1.089085728191e+05,4.423322355998e+01,8.889053647505e+01
1.089718577461e+05,4.426105570949e+01,8.901060087332e+01
1.090351794469e+05,4.426348415994e+01,8.900979718394e+01
1.090985379429e+05,4.424968351384e+01,8.884616530618e+01
1.091619332554e+05,4.425019606664e+01,8.916969643220e+01
1.092253654059e+05,4.429091836370e+01,8.912211974703e+01
1.092888344157e+05,4.425408011766e+01,8.894780708158e+01
1.093523403063e+05,4.426936354195e+01,8.900339985110e+01
1.094158830991e+05,4.428794103606e+01,8.906834593789e+01
1.094794628155e+05,4.430051039239e+01,8.901944370894e+01
1.095430794771e+05,4.430147801960e+01,8.905093352660e+01
1.096067331052e+05,4.430042704228e+01,8.895352471127e+01
1.096704237213e+05,4.430366425827e+01,8.888852428701e+01
1.097341513470e+05,4.430155899081e+01,8.900529160580e+01
1.097979160037e+05,4.429615624153e+01,8.905821230513e+01
1.098617177130e+05,4.436057207579e+01,8.902456730427e+01
1.099255564963e+05,4.438937819765e+01,8.893244926446e+01
1.099894323753e+05,4.434962626347e+01,8.907206988116e+01
1.100533453715e+05,4.435965309709e+01,8.896287870109e+01
1.101172955065e+05,4.435309095954e+01,8.892127165435e+01
1.101812828018e+05,4.435349150540e+01,8.888147836413e+01
1.102453072790e+05,4.438812264967e+01,8.886789735319e+01
1.103093689598e+05,4.436847077684e+01,8.870695386502e+01
1.103734678657e+05,4.433081552415e+01,8.860776252452e+01
1.104376040184e+05,4.440908441350e+01,8.898876915410e+01
1.105017774396e+05,4.440089219858e+01,8.895640822329e+01
1.105659881508e+05,4.442766960080e+01,8.886789380656e+01
1.106302361738e+05,4.440368606215e+01,8.891407658381e+01
1.106945215303e+05,4.440320855409e+01,8.891912044513e+01
1.107588442418e+05,4.439755271914e+01,8.893448412089e+01
1.108232043302e+05,4.440563972347e+01,8.898692098157e+01
1.108876018172e+05,4.445187456464e+01,8.907131406013e+01
1.109520367244e+05,4.443759439486e+01,8.890744856202e+01
1.110165090737e+05,4.444830476967e+01,8.888733953870e+01
1.110810188868e+05,4.445494426905e+01,8.873582467946e+01
1.111455661854e+05,4.445572018860e+01,8.881045919007e+01
1.112101509914e+05,4.446466911181e+01,8.883067839743e+01
1.112747733265e+05,4.445801441527e+01,8.883146183665e+01
1.113394332126e+05,4.445689273316e+01,8.900992267385e+01
1.114041306714e+05,4.448224253344e+01,8.894744526967e+01
1.114688657248e+05,4.447467969161e+01,8.883563650091e+01
1.115336383947e+05,4.444564861398e+01,8.851728328560e+01
1.115984487028e+05,4.441799243498e+01,8.879196540265e+01
1.116632966711e+05,4.449052100896e+01,8.861147611915e+01
1.117281823215e+05,4.446923426433e+01,8.884364865574e+01
1.117931056759e+05,4.449744700429e+01,8.887023263622e+01
1.118580667561e+05,4.451122286556e+01,8.886373221940e+01
1.119230655841e+05,4.451077225588e+01,8.882703391915e+01
1.119881021818e+05,4.452875728205e+01,8.881247020696e+01
1.120531765711e+05,4.452549508812e+01,8.878344998318e+01
1.121182887741e+05,4.452532846409e+01,8.869622177245e+01
1.121834388127e+05,4.452253320151e+01,8.876547752264e+01
1.122486267089e+05,4.451152288408e+01,8.884504487767e+01
1.123138524847e+05,4.453173964411e+01,8.877780688197e+01
1.123791161620e+05,4.454538692689e+01,8.884433155105e+01
1.124444177630e+05,4.454977854270e+01,8.896822620228e+01
1.125097573096e+05,4.455428744311e+01,8.889151468882e+01
1.125751348240e+05,4.457027209511e+01,8.883909035483e+01
1.126405503280e+05,4.455446514228e+01,8.878000923383e+01
1.127060038440e+05,4.463500293520e+01,8.893327246209e+01
1.127714953939e+05,4.454273054704e+01,8.883907418671e+01
1.128370249998e+05,4.457163119752e+01,8.894598290778e+01
1.129025926838e+05,4.457830062685e+01,8.900399435320e+01
1.129681984681e+05,4.459806531979e+01,8.887180441028e+01
1.130338423748e+05,4.459214505600e+01,8.883453961136e+01
1.130995244261e+05,4.460464671986e+01,8.885051477979e+01
1.131652446441e+05,4.460408072042e+01,8.884423126636e+01
1.132310030510e+05,4.459332902121e+01,8.895198311767e+01
1.132967996691e+05,4.457848694943e+01,8.875783272362e+01
1.133626345204e+05,4.458972532618e+01,8.904218756645e+01
1.134285076272e+05,4.465147776641e+01,8.903448246421e+01
1.134944190118e+05,4.464579854367e+01,8.894437609331e+01
1.135603686963e+05,4.465076504439e+01,8.890244092643e+01
1.136263567032e+05,4.465263919811e+01,8.892784409090e+01
1.136923830545e+05,4.464799382396e+01,8.896184230803e+01
1.137584477726e+05,4.464823205004e+01,8.901211098137e+01
1.138245508798e+05,4.466373172478e+01,8.907041955018e+01
1.138906923984e+05,4.472562671291e+01,8.893158116950e+01
1.139568723507e+05,4.473280579101e+01,8.872693110629e+01
1.140230907591e+05,4.471023986453e+01,8.889033255205e+01
1.140893476459e+05,4.470040980917e+01,8.895751121863e+01
1.141556430334e+05,4.469809394117e+01,8.887819135167e+01
1.142219769440e+05,4.470161168225e+01,8.902714928898e+01
1.142883494002e+05,4.469579539778e+01,8.876517642611e+01
1.143547604243e+05,4.469236851664e+01,8.883485882971e+01
1.144212100386e+05,4.474850411863e+01,8.890336601313e+01
1.144876982658e+05,4.475761478196e+01,8.893249249528e+01
1.145542251281e+05,4.473861124217e+01,8.887829218310e+01
1.146207906481e+05,4.475523186357e+01,8.879656236910e+01
1.146873948481e+05,4.474819205971e+01,8.889344033961e+01
1.147540377507e+05,4.476533901853e+01,8.891545107528e+01
1.148207193784e+05,4.476479023015e+01,8.902563072701e+01
1.148874397536e+05,4.478355750959e+01,8.897975148089e+01
1.149541988990e+05,4.472710274770e+01,8.855290965307e+01
1.150209968369e+05,4.472087977523e+01,8.888543123260e+01
1.150878335900e+05,4.480116248354e+01,8.876506380323e+01
1.151547091808e+05,4.480172197101e+01,8.888745829226e+01
1.152216236318e+05,4.478561820835e+01,8.887009900925e+01
1.152885769658e+05,4.480410658075e+01,8.896859333079e+01
